id,Publish Time,Last Update Time,Category,Author,Discription,Text
228241,2018-08-28T12:44:00+08:00,2018-08-28T12:44:42+08:00,即時國際,高紫恩,日本共同社引述多名消息人士指，日本外務省事務次官秋葉剛男最快周三（29日）訪問北京，與中國國務委員兼外長王毅、外交部副部長孔鉉佑等中方高官磋商，為下月在俄羅斯海參崴舉行的東方經濟論壇、以及首相安倍晉三訪華行程作預備。,"第四屆東方經濟論壇即將在9月11至13日於俄羅斯遠東聯邦大學校園舉行，中國國家主席習近平與日本首相安倍晉三均會出席。,共同社引述多名消息人士指，在東方經濟論壇舉行前，日本外務省事務次官秋葉剛男最快周三（29日）訪問北京，為論壇作預備。共同社分析指，雙方會確定首腦會談內容。,由於安倍擬於《日中和平友好條約》生效40周年之際、在10月訪華，秋葉剛男將會與中方商討中日關係、冀望緩和雙方就釣魚島的爭議，以及討論中日在「一帶一路」計劃下的合作方式。,（共同社）"
228240,2018-08-28T13:02:00+08:00,2018-08-28T13:03:59+08:00,政壇核心外圍,伍振中,蘇格蘭一年一度的皇家愛丁堡軍事表演操（Royal Edinburgh Military Tattoo）剛在上周六（25日）結束。英國陸軍及數支來自英聯邦和其他國家的軍樂團齊集愛丁堡城堡進行為期23日的樂團巡禮。當中來自阿曼蘇丹國（Sultanate of Oman）的全女班皇家騎士團（Oman Royal Cavalry）成為當中最為人注目的參與團體。,"阿曼皇家騎士團聯同管樂團及鼓樂團組成的表演操團隊，在是次的軍事步操盛會中施展渾身解數，大獲在場觀眾好評。表演過後，全女班騎士團的精美圖片在社交網站獲多次轉發，廣為流傳。有網民表示，來自阿曼的全女班騎士團十分出眾，顯示出她們極具力量的一面。,海灣國家阿曼的皇家騎士團自2001年起，開始招收女性加入，讓女性都能參與軍團的組成。今年是皇家騎士團第一次參加皇家愛丁堡軍事表演操，甫出席盛典即獲得觀眾注目。阿曼文化部部長亦是席上貴賓，並專程向大會獻上英國軍隊專用的普利劍（Pooley Sword）作為禮物。,阿曼是阿拉伯半島東南沿岸的君主立憲國家，毗鄰阿聯酋、沙特阿拉伯及也門，在二十世紀時曾是英國的保護國。阿曼的地理位置扼緊阿拉伯海進出波斯灣的重要航道，因此向來在阿拉伯半島具一定影響力。由於阿曼國內擁有一定數量的石油及天然氣資源，因此成為區內較富裕的國家。,（綜合報道）"
228239,2018-08-28T13:15:00+08:00,2018-08-28T12:58:19+08:00,財經快訊,鄺月婷,,"希瑪眼科（3309）公布截至今年6月底止中期業績，期內利潤按年跌52.6%至1,202.1萬元，每股基本盈利1.19元，不派中期息。,期內，收入按年升36.9%至1.92億元，毛利率按年急降11.8個百分點至32.8%，經調整利潤率按年跌16.4個百分點至7.3%。,希瑪管理層解釋，利潤大跌是因為北京眼科醫院處於初步投資階段，期內產生虧損淨額1,760萬元，集團預期其盈利能力將於2019年有所改善。而受深圳眼科醫院的收益增長強勁帶動下，期內集團中國營運收益增加74.3%，截至6月底止，期內深圳眼科醫院收益錄8,150萬元，按年增長56.1%。,希瑪表示未來將拓展深圳及中國其他城市的服務網絡。"
228238,2018-08-28T12:40:00+08:00,2018-08-28T12:40:27+08:00,社會新聞,王潔恩,過去地政總署銷售處公開發售的土地記錄資料，並不設數碼形式。地政總署今日（28日）宣佈，新網站「香港地圖服務2.0」已啟用。新網站加入數碼土地測量記錄供市民選購，包括地段索引圖和丈量約份圖的數碼影像版本，並附設產品預覽功能。同時，用戶亦可下載航空照片及土地測量記錄。,"地政總署指出，「香港地圖服務2.0」加入了入數碼土地測量記錄，市民可透過網站搜索地段和位置資訊，當付款後，便可下載數碼地圖、航空照片和土地測量記錄。,當局指出，「香港地圖服務2.0」簡化了購買手續，市民無須註冊便可以認購紙品地圖產品，網站亦連繫至郵政署派遞服務的應用程式介面（API），以便將認購產品派遞到指定地點，用戶無須前往地政總署地圖銷售處購買。,此外，公眾可以經指定社交媒體帳號註冊和登入「香港地圖服務2.0」，並分享產品信息。當局又指，網站配置了響應式網頁設計和雲端技術，以提供穩定和流暢的服務，並支援多個不同網上平台的瀏覽器。"
228235,2018-08-28T12:10:00+08:00,2018-08-28T12:10:58+08:00,財經快訊,鄭寶生,,"港股昨日急升之後今早高開，但升幅顯著收窄。恒指中午收報28340點，上升68點；國指收報11076點，上升27點。成交額546億元。,馬來西亞傳出森林城市項目禁售予外國人，碧桂園（2007）收報11.74元，下跌3.3%。,昨日公布業績，因上市開支大增而令半年純利大跌57%的叙福樓（1978），收報0.8元，下跌10.1%。,人民幣強勢，中資航空股繼續反彈，南航（1055）收報5.6元，上升2.4%；國航（0753）收報7.29元，上升2.2%；東航（0670）收報5.19元，上升1.8%。,其他股份方面，旺旺（0151）收報6.58元，上升3.3%；神華（1088）收報17.62元，上升3.3%；港交所（0388）收報231.6元，上升2.5%；舜宇（2382）收報100.6元，上升2.4%；潤地（1109）收報28.35元，上升1.6%；中海油（0883）收報13.8元，上升1.3%；騰訊（0700）收報365.2元，上升1.2%；滙控（0005）收報70.5元，上升0.6%；中國人壽（2628）收報18.68元，上升0.2%；工行（1398）收報5.85元，下跌0.5%；吉利（0175）收報17.38元，下跌0.7%；聯通（0762）收報9.25元，下跌0.8%；金沙（1928）收報37.95元，下跌2.2%。,中國A股早段變化不大，上證半日收報2780點，上升不足1點；深證收報8730點，上升1點。,日股半日收報22944點，上升145點。"
228234,2018-08-28T13:07:00+08:00,2018-08-28T13:07:39+08:00,政壇核心外圍,王海如,美國之音周一（27日）引述馬來西亞媒體報道，馬來西亞首相馬哈蒂爾（Mahathir Mohamad）近日表示，當地一處中資工業園區周圍建起圍牆，違反馬來西亞法律。他直言園區不是外國領土，不應該限制大馬人出入，認為應拆牆。,"《當今大馬》報道指，馬哈蒂爾在訪問中談及境內一處中資工業園區圍牆，他對於這幅被當地人戲稱的中國「長城」頗有微言，直言中方需要遵守馬來西亞法規，「正如我們在中國會盡可能遵循他們的法規一樣，我們也期待中國人在大馬，能遵守我們的法規。」,馬哈蒂爾強調，工業園區不是外國領土，需要遵從大馬法律。他並指園區用圍牆把自己圍封起來，還阻擋大馬人進入，這做法並不符合大馬的法規。,報道指馬哈蒂爾口中所指的是關丹產業園區。該園區於2013年2月5日，在中馬兩國領導人見證下啟用，屬於馬來西亞第一個國家級產業園區，位於當地東海岸經濟特區關丹市，距離首都吉隆玻約260公里。,（美國之音／當今大馬）"
228231,2018-08-28T19:04:00+08:00,2018-08-28T19:04:59+08:00,熱爆話題,何慧燕,遇到情侶街頭吵架，有的人會迴避，有的人卻會在旁偷看。有台灣網民於上海浦東機場目擊一對日本情侶吵架，女方狂罵男方近一小時，男生只低頭靜默，偶爾拿出紙巾給女生擦擦眼淚。該網民拍下吵架片段放上網引起熱議，不少網民稱雖聽不明白，卻認為畫面很有愛，「這明明是吵架，卻讓我戀愛了」。,"據台灣媒體報道，該名路過的網民原來是一名台灣攝影師，當日（26日）她飛到上海浦東機場，發現有一對日本情侶在洗手間附近吵架，「她一直罵，男生就低頭沒有說話，頂多拿衛生紙給女生擦擦眼淚，但是那女生哭到整個機場都聽得到......都沒有人上前圍觀，就只有我盯着看」，網民大讚罵人女生太美，令她以為是藝人。,台灣攝影師把這吵架片段上傳至facebook群組「爆廢公社」，描述「好美的日本人... 雖然想安慰他..但我完全聽不懂他在說什麼...」又表示，「女孩紙哭得很誇張」。,從片段中可見，厠所門外有一名身穿紫色裙的女子和一名揹着背包的男子，其中女方語速很快，氣得一邊哭一邊指手畫腳，情緒激動，語氣像是抱怨的感覺，男生只是默默地站在女生面前，沒有反駁，只靜靜地關注女友的情況。,網民看到吵架片後，紛紛稱日本人的表達方式很含蓄，「感覺連吵架都很溫柔」；有網民留言認為，男生其實有方法立時解決女友怒火，只需「抱緊處理，用愛發熱」、「上去一個吻，直接搞定」、「把她緊緊的摟在懷裏一切就解決了」。,（綜合）"
228230,2018-08-28T14:15:00+08:00,2018-08-28T12:55:13+08:00,財經快訊,張偉倫,,"電動車生產商Tesla近期可謂飽受負面消息困擾，行政總裁馬斯克（Elon Musk）宣布不再進行私有化計劃之餘，該公司亦遭到股東入稟，指斥Tesla無法讓Model 3產量達標，有欺詐之嫌。惟最終三藩市地方法院駁回有關入稟申請。,該批股東入稟法院，指出Tesla於2017年7月公布的Model 3產量並無實現，認為馬斯克及Tesla均有欺詐之嫌。不過法官Charles Breyer在當地時間周一頒下裁決，指出就算Tesla產量無法達標，仍然無法證明該公司是明知無法達標情況下，仍公布有關目標。,不過Charles Breyer容許有關入稟的Tesla股東於9月28日前修訂指控。"
228229,2018-08-28T17:00:00+08:00,2018-08-28T18:35:53+08:00,親子,黃慧雯,暑假即將結束，踏入9月除了是開學的日子，小一面試也陸續開始，在這兩個星期，就有三間熱門的直資小學包括聖保羅男女中學附小、男拔附小及培橋書院將舉行小一簡介會，家長在報名前可以趁機了解學校的辦學理念及小一面試詳情。,"聖保羅男女中學附屬小學是「一條龍」直資學校，去年人數達到4900人，學校只收取140人，平均35人爭一個學位。面試總分為50分，首輪面試佔20分，次輪則佔30分，首輪面試由多位老師與小朋友輪流見面，到不同的教室玩遊戲，如將物件拿到另一個地方。過程中大約會去2至3個教室，歷時一個小時。在遊戲中，老師會透過觀察小朋友的表現，看小朋友是否專心聆聽，會否霸着玩具不給其他小朋友。學校將於本周四（30日）舉行小一簡介會，家長可以在當日直接到學校小學禮堂，毋須預先登記。,拔萃男書院附屬小學是「一條龍」的直資英文小學，每年收取的申請表都按10%的人數增長，面試會分第一輪和第二輪，第一輪為group interview，由2名老師見3名小朋友；第二輪則是1名小朋友會見校長、校董等共三人。學校於周六（9月1日）舉行兩場小一簡介會，由於不設網上登記，有家長為了取得門票，在校門外排通宵，但記者去年現場所見，早上8時多到達的家長仍可取得門票。,培橋書院是「一條龍」的直資小學，去年有4,800人申請小一，學校分兩輪面試，第一輪面試會有集體遊戲觀察考生社交能力，並透過不同了解學考生中英文表達能力，，700人將進入第二輪面試，最後取錄165人。學校將於9月8日舉行兩場小一簡介會，不用預先報名。"
228228,2018-08-28T12:45:00+08:00,2018-08-28T15:50:35+08:00,大國小事,朱加樟,在內地，如果孤寡老人去世後，其遺産無人繼承的話，這些遺産會怎樣處理？近日遼寧的法庭就出現了這樣的案例，最終一筆逾18萬元人民幣的遺產收歸國有。,"徐占武是遼寧大連市沙河口區劉家橋社區的居民，離婚且無兒無女，一直住在社區的集體宿舍。隨著徐占武年事已高，自2003年起，劉家橋社區多次幫這位孤獨老人尋找其親屬，但都未果。2016年8月老人因病去世，享年84歲，當地社區爲其辦理完喪葬事宜後，發現老人還有18萬餘元（人民幣，下同）的銀行存款。,在社區公益律師的建議下，社區到沙河口區人民法院申請認定該筆遺產爲無主財産。法院立案後，於2017年8月發布無主財産認領公告，但在公告期限一年內，依然無人認領涉案的財産。,本月22日（上周三），沙河口區人民法院公開開庭審理此案，最終法院作出一審判決，徐占武逾18萬元的遺産爲無主財産，收歸國家所有。,（《半島晨報》、海力網）"
228227,2018-08-28T16:47:00+08:00,2018-08-28T17:05:42+08:00,財經快訊,馬健彰,,"恒大集團（3333）公布截至6月底中期業續，溢利為308.1億元（人民幣‧下同），按年升63.6%，每股盈利為2.338元，不派息。,期內，收入為3,003.5億元，按年升59.8%，毛利較按年升61.8%至1,088.6億元；毛利率為36.2%，上升0.4個百分點。核心業務利潤按年上升101.5%至550.1億元，核心業務利潤率為18.3%，上升3.8個百分點。"
228226,2018-08-28T12:16:00+08:00,2018-08-28T13:06:57+08:00,即時娛樂,張嘉敏,,"羅仲謙同楊怡由拍拖到結婚至今一直都好恩愛，今日是阿謙34歲正日生日，他於IG上載了多張同老婆一齊甜蜜慶生的靚相，並留言表示：「跟阿怡 @tavia_yeung 一起開生日會，難忘的一個晚上，多謝各位朋友的祝福，感激感激， 希望大家天天都笑口常開。」原來他們沒有選擇二人世界過生日，而是與一大班親友共度，玩得好開心，雖然係成班人慶祝，但睇相都覺得阿謙同阿怡好Sweet呀。,仲有其他生日party相㗎。"
228225,2018-08-28T12:32:00+08:00,2018-08-28T12:32:55+08:00,Jumper,陳雋堯,要來的始終會來，馬刺的招牌球星真路比利（Manu Ginóbili）周二凌晨在個人Instagram宣布，結束其23年職業球員生涯。,"真路比利在Instagram發文：「今天，雖然我感到百感交集，但我仍要宣布將會正式退役，感謝所有參與我過去23年生涯的每一位（家人、朋友、隊友、教練、工作人員和球迷），這是一個美好的旅程，比我想像的還要瘋狂。」,這名41歲的得分後衛在1995年於家鄉阿根廷展開職業生涯，先到意大利發展，其後於2002年登陸NBA，加盟聖安東尼奧馬刺。在效力17年間，他共為馬刺贏得4次總冠軍，與鄧肯（Tim Duncan）與柏加（Tony Parker）組成令人聞風喪膽的「GDP」組合，加上老帥普波域治的帶領下，令馬刺多年都是聯盟的爭標份子。國家隊方面，他曾為阿根廷贏得2004年雅典奧運金牌，可說他已贏盡球員生涯的所有錦標。,真路比利退役，不少現役NBA球星都大感可惜。他在馬刺的隊友加素（Pau Gasol）在社交媒體上感謝他的貢獻，更稱他為所有籃球員的榜樣。勇士球星史堤芬居里（Stephen Curry）則表示：「恭喜你步過一段美妙的生涯，你完全展現了籃球的意義，你的生涯充滿激情和喜悅，還一直有冠軍相伴，是我們精神上的偶像。」,鄧肯離隊，柏加離隊，連真路比利也退役，加上頭號球星尼納特離隊，馬刺王朝現時剩下的只有普波域治，球隊也正式步入重建期。"
228224,2018-08-28T12:42:00+08:00,2018-08-28T12:42:06+08:00,社會新聞,陳倩婷,前新鴻基地產主席郭炳湘今日（28日）凌晨被救護車送抵律敦治醫院，至清晨被轉往司徒拔道港安醫院。據悉他在家中不適暈倒，搶救後被送往心臟及深切治療科留醫。,"有指前新地主席郭炳湘昨晚在家中暈倒，被傳媒拍到被救護車送往律敦治醫院急症室，其後在今日清晨被轉送至司徒拔道港安醫院。有傳郭炳湘是心臟不適，在律敦治醫院期間一度被送入心臟及深切治療部。,港安醫院是本地的「富豪醫院」之一，有醫生指出，多間私家醫院均有心臟科中心，設備完善，「間間私院都差唔多勁」。亦有醫生透露，私家醫院一般很願意投資心臟科發展，因為「太多有錢人用」，形容心臟科的需求很大。,郭在轉房期間被拍到插着喉管、臥床送院的照片。有深切治療科醫生看過其入院相片後估計，病人口中插有一條較粗的呼吸喉管，需插落氣道、再連接到呼吸機，推測病人情況「都算嚴重」，亦有另一條幼喉管為病人「吊鹽水」。,該醫生指出，心臟病發有機會引發肺水腫，導致缺氧，從而影響呼吸。"
228223,2018-08-28T11:50:00+08:00,2018-08-28T12:00:25+08:00,社會新聞,郭顥添,西九文化區M+視覺文化博物館的總承建商，新昌營造廠有限公司，繼早前遭強積金管理局入稟追430萬僱主供款，昨被一工程公司入稟高院申請清盤，案件已排期於今年10月31日提訊。,"呈請人為堅穩工程有限公司，申請要求將新昌營造廠有限公司清盤。,新昌營造廠疑因其母公司新昌集團控股有限公司陷入財困，於本月17日被終止M+博物館建造工程合約。,而強制性公積金計劃管理局，亦於上周四（23日）入稟高院，指新昌營造廠在今年3至6月期間，未有為僱員供強積金，因而被追約434萬港元。,案件編號：HCCW239/2018"
228222,2018-08-28T12:53:00+08:00,2018-08-28T13:52:50+08:00,世界說,李福源,"英國王室成員眾多，魅力過人、致力履行公職的英女王備受外界愛戴，但說到內部職員的「心水」，卻不是同一回事。英國《太陽報》（The Sun）報道，如果你問王室員工的話，答案不是凱特王妃（Catherine, Duchess of Cambridge）或梅根馬克爾（Meghan, Duchess of Sussex），而是這個他……","美國網絡影視平台Netflix劇集《王冠》（The Crown），內裏飾演菲臘親王的演員史密夫（Matt Smith）最近接受雜誌訪問時透露，王室員工原來最喜歡菲臘親王。,身為一位敬業樂業的好演員，史密夫在扮演菲臘親王之前，就曾經花了不少心血和時間，去研究菲臘親王的生平、為人，甚至動作表情都要揣摩。了解過菲臘親王以後，史密夫就覺得親王「非常有趣貪玩，聰明又受人歡迎」。,除了受王室員工的喜愛，親王民間的人氣也很旺。史密夫形容親王「廣受人民愛戴」（a man of people），皆因親王常常不顧王室禮儀，「他有種反叛的心態，很頑皮淘氣，而且幾厚臉皮」，「我覺得他很和藹可親，坦誠大方和員工們相處，而不是裝模作樣，所以員工們都十分喜愛他」。,事實上，菲臘親王為人幽默可見一斑。例如王室傳記作家布蘭德雷斯（Gyles Brandreth）就曾經記載過菲臘親王的一件趣聞軼事，他的姓氏蒙巴頓（Mountbatten）曾被認為不適合王室家族，因而笑指自己「應該是全國唯一親生子女和自己不同姓氏的男人」。懂得如此自嘲，難怪人人喜愛。"
228220,2018-08-28T18:30:00+08:00,2018-08-28T18:40:24+08:00,攝影界,徐尉晉,香港專業攝影師公會（HKIPP）成員，張德俊（Patrick）是一位專業縮時攝影創作人，作品曾被眾多國際媒體轉載，獲得國際獎項，但原來在接觸攝影之前，他曾經是個「只有生存沒有生活」，「工作只為了交租」的人。,"縮時攝影（Time-laspe）比較多人聽過，但高動態縮時攝影（Hyperlapse）是甚麼呢？Patrick解釋，「當你拆開Hyperlapse來看，Hyper這個字，就是代表亢奮的意思，如何令到一個人感到亢奮？就靠距離和速度，好像坐過山車一樣。」,一般的縮時攝影，大多只會把相機放在三腳架或有限活動的器材（如路軌）上，而Hyperlapse「一定要用人行的方法，一步一張相，不斷重複去做，做幾百張相，將幾百張相濃縮成一條影片，這種速度才有hyper的感覺。」Patrick指，拍攝距離愈長，做出來的影片就愈有震憾性。,他指，這個技術大概在2012年、2013年間開始在外國興起，「其實都是Google Maps而已，它是一種Hyperlapse，用一架車，一個鏡頭，不斷行，不斷影相。當時一般人也可以用它製作自己的Hyperlapse影片，例如在彌敦道頭，去到彌敦道尾。」,Patrick說，自己一研究這技術便不能自拔，他一直思考畫面吸引之處，後來才發現箇中原因：「Hyperlapse是在真實環境中拍攝，製造出來的東西卻是很不真實的；但它不是造假，不是CG（電腦特效），是真真實實拍出來的。」,他指，timelapse和hyperlapse都不屬於快鏡，而是在正常的頻率中，減去一些畫面，每隔幾秒拍攝一張相片。「將不正常頻率下拍攝的畫面湊合起來，形成類似快鏡的效果。但快鏡只是加速了原有的影像；如果中間減去一些畫面，拍足3小時，只給你看10秒，你就會覺得很特別。」,「其實timelapse不是一個新的潮流，過往我們在電影、廣告、電視常常會看到，用來交代時間流逝的關係，一般只會是影片裡的某個insert shot（插入鏡頭）。」但Patrick希望，用這個技術拍攝整條影片。, ,Patrick自2013年起發表第一部作品《Hong Kong Hyperlapse 2013》，內容以介紹香港的景物為主，有中環、大佛等。那時候這技術在外國才剛剛起步，據他所知，當時尚有未有其他香港人熱衷拍攝hyperlapse，他是香港第一批、甚至有可能是第一位的Hyperlapse創作者。,雖然，他說那條影片的構思「未咁實淨」，但影片在香港和外國也帶來了少量迴響，不少人覺得「很有型」，開始有人留意他的作品。他之後曾為歌手林奕匡，以及香港Hip Hop組合「廿四味」成員Brandon Ho，用Hyperlapse的方式拍攝MV，也獲得不少人留意。,得到關注是快樂的，但Patrick認為，他只是在做自己喜愛的事，「並沒想那麼多，也沒想過有人認同，」因此得到正面的回應，也沒有太大反應。但這或許無形地給了他一份鼓勵，令他更投入拍攝本土的故事。,「自從2013年開始，我希望自己每一年拍攝一個自己喜歡的project，是關於香港的，因為我是香港人。」Patrick說，這想法在2013年沒有那麼強，到他慢慢發覺，原來自己拍的東西可以引起人注意，便想以更「實淨」的概念，去拍香港的故事。,「大多數外國人認識香港的景觀，都是一些有代表性的景點，可能是維多尼亞港和中環。那時我就想拍一些很本地、很本土的，關於我們生活上的東西出來。」Patrick說。,他用一年的時間構思和拍攝《Homeland》這個作品。「外國人常常聽到香港高樓大廈、石屎森林好厲害，晚上燈火亮起時很美觀。是，那是很美，但其實也反映了我們的生活問題；在獅子山下，密密麻麻的樓宇之中，香港人就生活在裏面。」,Homeland除了拍攝維港，更有一些旅遊書中看不到的畫面，獅子山下的萬家燈火、街市、廟宇、屋邨，甚至屋邨單位內一家人晚飯的情況，「我想俾人知道，我們生活不是很豪華，我們都是很普通地，一家人聚在一起吃飯。這是我想表達的主旨。」,作品在2017年推出後，為他贏得多個國際獎項，包括Largo Film Award最佳實驗短片、LA Shorts Awards最佳MV獎、阿姆斯特丹ARFF最佳導演獎、荷理活國際獨立紀錄片最佳縮時影片獎等。,「Hyperlapse需要用一件景物作為參考點，鏡頭對準它後；每走一步，拍一張；走一步，再拍一張。不斷重複這樣去做。」拍攝過程，一步一步的，令人聯想到在聖地朝聖的信徒。,每次拍攝前，Patrick將路線需要步行一次，以雙腳計算拍攝的距離，將距離除以需要拍攝的數量，預算影片出來的效果及其速度感。由於每次拍攝路線的距離不盡相同，拍攝時他踏出每步的步幅也不一樣，「有時是一步，有時是兩步，有時是三步。」,加上，中途不可以間斷，不可以改天再拍，否則影片便難以連貫起來。他提到，在旺角街市拍了3小時，每遇到推車的工人經過，他便惟有在原位放置一元硬幣作記號，待人經過後再拍攝。,其中最難忘的一次，是在中環由置地廣場拍到舊立法會，由於距離較遠，地勢複雜，能作參考點的景物不多，更要途經馬路，那次他共花了4.5小時拍攝，Patrick笑言，「拍之前不敢飲水，因為不可中途停下去洗手間。」hyperlapse需要的精神和體力很多，「開心，雖然好辛苦。」,Patrick用這樣的方法，像苦行僧那樣，每星期拍攝兩三個地點，共花了一年時間完成作品。其中，光是後期製作就用了三個月時間，不是所有攝影人也有這樣的耐性和毅力。,而影片中到底有幾多張照片？Patrick回答：「等我計一計先。」然後打開手機中計算機，口裏唸唸有詞，一會才笑道：「3分鐘的影片，大概用4000張相左右濃縮而成。當然拍出來不只這個數，大概共5000、6000張相吧。」,其實，創作Hyperlapse的門檻並不高，Patrick說，器材只需「一支腳架，一部相機」；無論是單反、無反，以至不太「傻瓜」的輕便數碼相機皆可拍攝，「門檻不是很高，不過你要願意付出時間和體力。」,他提到，較高像素的相機會比較有優勢，因為事後能作後製的空間更大，畫面變化更多，也能輸出較為清晰的影片。而腳架，「只要可以去到眼平的高度，令你拍起來舒適就可以。」Patrick表示，他會視乎環境，選擇單腳架或三腳架。,如在晚上拍攝，需要長時間曝光，會使用三腳架；白晝的話，他會用單腳，或者用三腳架時收起其中兩支腳，不怕阻礙或絆倒途人。他坦言，Hyperlapse其實也只有一種方法去拍，分別只在角度和方向。,他提及，近年timelapse軟件的進步，令人們更容易拍到美觀的影片。「現在玩的都是概念，如何穿牆越壁、如何將不同的景物連接、角度怎樣變化等。」他也期待自己或有人會創出更瘋狂的手法。,《Homeland》有一幕，鏡頭穿越彩虹邨，在一戶屋邨尋常百姓家中，看到一家人正在晚飯。原來那是Patrick外母的家。Patrick笑說，自己把相機放在窗邊，面向大廳拍攝，外母也不知道發生甚麼事，但由得他架好相機，鏡頭紀錄了一家人一餐晚飯的時間。,到影片後來在大型家品連鎖店播放，外母才罵他：「撞鬼你呀？我間屋咁核突都影！」，但Patrick認為，那並不是核突，反而很本地。Patrick太太從旁補充：「只有老人家的屋企，才會是這樣的。Patrick又說：「這些畫面非常真實地反映我們的生活。」,《Homeland》片末，寫有「本土人影本土事」。Patrick說，希望自己的作品可以與國際水平拉近，讓外國人知道香港有許多不同的一面，香港人亦可拍攝到有質素的作品，「『本土人拍本土事』就是，告訴別人這條影片是香港人拍的，你不需知道我是誰，只要知道這是香港人拍的就可以了。」,曾經認為在香港「只有生存、沒有生活」、「工作只為了交租食飯」的他，原本追求凡事都為將來計劃，從前自己想過「30歲要有樓有車」，但到頭來幻想的統統沒有實現。現在的他，變得隨遇而安，更加「佛系」，不去強求，反而開展了事業的另一頁：「想都沒想有過，自己30歲人才去拿相機，可以變成職業。」,電視台播放的李純恩旅遊節目，機場地鐵和大型基建的廣告影片，許多演唱會搭台餐廳裝修等建設timelapse短片，原來Patrick都有份參與拍攝。「不可說是搵到好多錢，但起碼算是維持到生活；沒工作時可以去教攝影班，這兩年學timelapse的人也愈來愈多。」他笑說：「當然現在也買不到樓。」,談到對年輕人的忠告，Patrick說，首先要找到自己真正喜歡的東西，「你可以捱更抵夜，不眠不休去做的事，那就是你最喜歡的。我只可說，年輕人要不斷去嘗試不同的事物，試到一件你好辛苦也會去做的，但做完自己會好喜歡的；那你將它做到最好，那就夠了。」,對Patrick來說，Timelapse和Hyperlapse就是他的最愛，「將佢做到最好的話，其他東西（機遇）自然會慢慢到來。」他又說，「不要為了搵錢而去做，因為這樣不會長久，也不是你最喜歡的。」Patrick又寄語，年輕人要欣賞別人的東西和多分享，才會有進步。吸收別人好的東西，將它轉化成自己的作品。,香港專業攝影師公會（HKIPP）舉辦的年度大型攝影活動「攝谷」，將於10月20至21日在香港科學園舉行，Patrick Cheung將進行Hyperlapse的示範，活動更設有產品博覽、展覽及講座，讓公眾進一步認識專業攝影師的工作。「01會員」尊享門票優惠，限量500位，數量有限，欲購從速。,更多詳情，瀏覽FB專頁：「香港。攝谷」"
228218,2018-08-28T12:45:00+08:00,2018-08-28T12:27:49+08:00,金融市場,鄺月婷,,"《人民日報》海外版發表《如何客觀看待中美貿易摩擦》為題的報道，當中有專家分別提出貿易戰是美國在挑戰全球貿易規則，以及美國終將成為最大輸家等論點。,報道中，中國社科院國際法研究所研究員廖凡表示，美國挑起貿易戰的行為是對全球貿易規則的挑戰，並讓國際社會進一步看到了言而無信和反復無常的一面。,而中國社科院財經戰略研究院研究員趙瑾指，美國從中國的進口遠大於其對中國的出口，中國的產品不賣給美國可以賣到其他國家，也可以內銷甚至可以有庫存。但美國是需求方，如果找不到第三方替代，不僅影響人民的生活，對產業影響也非常大。趙瑾說貿易沖突本身沒有贏家，最大的輸家是美國。,中國社科院學部委員余永定則認為，中國和美國之間共同利益遠遠超過分歧，兩國應珍惜已建立起來的互信和合作關系，否則的話對誰也沒有好處。而在爭吵、合作過程中，中美雙方都能夠得到好處，美國不必害怕中國。"
228217,2018-08-28T12:00:00+08:00,2018-08-28T11:45:46+08:00,財經快訊,張偉倫,,"今早已公布截至今年6月底止中期業績的晨鳴紙業（1812），今早股價明顯受壓，跌幅曾達到8%，股價亦創自去年5月中以來新低，低見5.73元。其後晨鳴股價跌幅收窄，最新5.8元，跌6.9%。,晨鳴公布截止今年6月底，該公司歸屬上市股東淨利潤為17.84億元（人民幣‧下同），按年增加2.2%，歸屬上市公司股東的扣除非經常性損益的淨利潤為15.37億元，按年跌5.3%。不派中期息。該公司營業收入為155.51億元，升13.11%。,此外晨鳴宣布為子公司就6億元融資租賃業務提供擔保。"
228216,2018-08-28T13:22:00+08:00,2018-08-28T15:05:36+08:00,寵物,何穎琪,每隻寵物都有不同的方式表達怒意，有的會攻擊他人、有的會亂咬傢俱；而這段短片的主角小倉鼠就竟然選擇了發呆。,"近日一段影片於微博上擄獲了網民的心，登上了熱門排行榜。影片裏的主人把食物放到小倉鼠面前，卻不鬆手讓牠吃。小倉鼠被主人用食物戲弄後，站在原地愣住了，動也不動。整個過程持續近一分鐘，不少網民都被小倉鼠的呆樣迷倒了。,其實這段影片早於數年前已被上載至網上，如今再度成為熱話；小倉鼠的魅力果然沒法擋。網民紛紛大讚小倉鼠可愛，有人笑指牠在「懷疑鼠生」。部分網民更大展創意，為牠設計對白：「我是誰？」、「我在哪？」、「面前這個人是誰？」、「這是什麼？能吃嗎？」、「為甚麼這個人會餵我？」,除了開玩笑的網民外，也有少數網民認真地提出忠告。他們表示：「小倉鼠是生氣了，進入假死狀態」、「倉鼠膽子小，一嚇牠就會定格發呆，最好不要這樣做」、「牠應該是門牙打到嘴巴了」。"
