Title,Publish date,Content,url
廣播處長禁港台新聞直播陳浩天演講　工會斥干預新聞自由,"Thu, 09 Aug 2018 00:00:00  +0800",民族黨召集人陳浩天受邀，下星期二（14日）將赴香港外國記者會（FCC）午餐會演講。《蘋果日報》下午報道．廣播處長梁家榮今早在例行編審會議上，要求新聞部不可直播或轉播演講內容。港台機構傳訊組總監伍曼儀，傍晚向本報證實消息。港台工會回覆，是次做法「一鎚定音」干預新聞自由。港台節目製作人員工會主席趙善恩回應查詢時表示，會議上有人提問，是否會直播、以及如何處理陳浩天演講。梁家榮當時回應：「RTHK should not be used to advocate Hong Kong independence.（香港電台不應用作提倡港獨。）」，至於其他形式的報道，視乎如何處理；即可錄影，但必須先剪輯。工會表示，有與會者即時表示，憂慮新聞自由底線愈退愈後。工會認為事件連日來受各大媒體關注，有不少新聞價值，而活動答問環節，也能讓公眾立體了解事態、保障公眾知情權。工會引述《香港電台約章》，指港台作為公營廣播機構，應提供開放平台，以不畏懼和不偏私方式交流意見，直播與否應由部門編輯決定。工會認為，今次梁家榮一違常態，「一鎚定音」，對同事構成壓力，干預新聞自由。近日有消息指中聯辦封殺劉銳紹等「反中亂港」評論人。工會促請處長澄清是否有「特別名單」，不歡迎個別人士在港台表達意見。 ,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533820569729.js
梁家榮拒直播陳浩天演講　港台公關：梁不容港台作港獨人士宣傳平台　否認打壓新聞自由,"Thu, 09 Aug 2018 00:00:00  +0800",有傳媒周四（9日）報道，廣播處長梁家榮早上指示港台新聞部，不可直播或轉播民族黨召集人陳浩天，本月14日在香港外國記者會（FCC）的午餐會演講。港台機構傳訊組總監伍曼儀向《明報》證實，稱梁家榮不容港台作港獨人士的宣傳平台，港台要在一國兩制精神下做節目，而港獨違反《基本法》。伍曼儀續指，梁家榮沒有禁止有關演講的新聞報道，故不認同是打壓新聞自由或剝削公眾知情權。梁亦沒有受港府、中聯辦或其他中央駐港機構要求，作出相關決定。問及若新聞部員工堅持直播或轉播，會否面對任何處分，伍曼儀稱未有討論，惟深信同事有專業新聞判斷：「相信同事不會不懂分什麼是宣傳、什麼是新聞。」伍曼儀表示，港台今早舉行例行編審會，梁家榮和各部門主管出席。有同事提及有關演講，問梁家榮有什麼看法，梁指港台要在一國兩制精神下做節目，港獨是違反基本法，港台不應成為讓港獨人士宣傳的平台。伍曼儀稱，會上其後有人問及能否直播有關演講，梁家榮稱陳浩天與港獨有關，而有關演講「只得（陳浩天）一個人講」，是宣傳港獨，因此梁不容許。她強調，會議期間沒有人就港台不應成為宣傳港獨平台，提出異議。她又指，以新聞報道有關演講沒有問題，相信同事有專業判斷。對於何謂「宣傳」，伍曼儀稱「有個人企喺度講10分鐘、20分鐘、30分鐘，這便是宣傳」，但若多人參與討論的場合則非宣傳，因為有不同論點，不是讓一個人宣傳。陳浩天上月曾應邀出席港台節目《城市論壇》，伍曼儀解釋，當日論壇主題不是談港獨，而是談《社團條例》，當時也不只他一人出席，有持其他意見的嘉賓出席。翻查資料，過去香港外國記者會舉行午餐會演講，在主講嘉賓發言後，多設台下問答環節，不時有出席者就嘉賓論點提出質疑，並非只得嘉賓一人發言。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533823427882.js
日本進口米樣本　金屬「鎘」含量超標,"Thu, 09 Aug 2018 00:00:00  +0800",食物安全中心公布，一個日本進口的預先包裝白米樣本，驗出金屬雜質「鎘」含量超標。涉事產品無流出市面，食安中心會繼續調查和跟進。涉事產品為2公斤裝「山形県產有機栽培米つや姫」，生產日期為今年7月12日，由伊藤忠物流（香港）有限公司進口。食安中心透過恆常的食物監察計劃，從進口層面檢取有關樣本檢測，結果發現樣本鎘含量為百萬分之0.16，超出法例上限的百萬分之0.1。中心已通知有關進口商上述違規事項。食安中心指上述進口米樣本的鎘含量，在一般食用情況下，不會對健康造成不良影響。根據中心資料，急性鎘中毒可能會損害腸胃道，影響肝臟、心臟和腎臟功能；慢性鎘中毒則會影響腎臟，破壞腎小管功能，引致出現蛋白尿、糖尿、氨基酸尿等病症。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533824407791.js
一號戒備號仍生效　中午前改發三號機會較低,"Fri, 10 Aug 2018 00:00:00  +0800",一號戒備號仍然生效，過去數小時，該熱帶低氣壓的外圍雨帶為本港帶來狂風驟雨。按照現時預測路徑，本港早上普遍吹強風的機會不大，中午前改發三號強風信號的機會較低。預料該熱帶低氣壓的外圍雨帶在今日及周末期間會繼續為香港帶來狂風驟雨。預測本港地區今日多雲，有狂風驟雨及雷暴。最高氣溫約30度。吹和緩至清勁東至東南風，離岸及高地間中吹強風。展望周末期間仍有狂風驟雨及雷暴。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533855690032.js
深水埗居民填表入會換米　事後疑「被登記」做選民,"Thu, 09 Aug 2018 00:00:00  +0800",民協深水埗區議員楊彧在facebook表示，收到街坊投訴，登記成為香港廣西貴港市政協同鄉聯誼會會員後，疑有人利用個人資料，令他「被登記」做選民。楊彧稱，有建制派過去一個月在海麗邨內宣傳「入會換米」。只要有身分證，申請加入廣西貴港市政協同鄉聯誼會後，即可換3至5公斤米。他向本報表示，先後有兩名街坊向他表示，自己沒有登記做選民，但填完申請表、簽名加入聯誼會後，就收到選舉事務處選民登記確認信，懷疑對方利用他們的個人資料。依楊彧上載的入會申請表所見，申請人要填上姓名和出生日期，更要填上身分證號碼、住址等資料。楊認為是過度收集個人資料，呼籲市民留意。本報暫未聯絡到香港廣西貴港市政協同鄉聯誼會人士。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533827288002.js
日本千葉縣白井市議會議員被拒入境　《文匯報》曾指為鼓吹台獨分子,"Fri, 10 Aug 2018 00:00:00  +0800",日本白井市議會議員和田健一郎（Kenichiro Wada）昨晚（9日）被拒入境本港。他在社交網站上載入境處拒予入境通知書，指10多名入境處人員帶他到特別室，告知他被拒入境，但無交代原因。和田健一郎在facebook的帖文寫道，如果理由是《文匯報》等不實報道，香港政府想錯他是敵人，覺得很遺憾，相信香港政府誤會了。《文匯報》3月10日以《反華議員為區諾軒撐腰 外交部駐港公署強烈不滿》為題報道，「右翼反華分子、鼓吹『台獨』的東京千葉縣白井市市議會議員和田健一郎，特地從日本來港出席代表反對派參選立法會港島區補選的區諾軒的造勢大會。」報道提到，外交部駐港特派員公署在答記者問時表示，有關人等公然介入香港特區選舉，粗暴干涉香港內部事務和中國內政，中方表示強烈不滿和堅決反對，已向日本駐港總領館提出嚴正交涉；形於《大公報》亦曾在3月，以反華親「台獨」日本政客形容和田健一郎公然為歐諾軒在中環站台。香港眾志秘書長黃之鋒轉載和田健一郎的fb帖文，指繼英國保守黨人權委員會副主席羅哲思在去年被拒入境，和田在無理據下被拒進入香港境內，顯然是要阻止國際政壇與公民社會的良性互動與交流，質疑是否因外交部駐港公署曾公開抨擊和田，才導致港府受到政治壓力，將不受中共歡迎人士列作黑名單。 ,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533858351716.js
何志平第4次申請保釋被拒,"Fri, 10 Aug 2018 00:00:00  +0800",涉嫌賄賂非洲官員在美國被捕的民政事務局前局長何志平，再被紐約法官拒絕申請保釋。紐約聯邦第二巡迴上訴法院，當地周四（9日）審理何志平的第4次保釋申請，法庭文件顯示他的申請被拒，但無列明原因，指何志平無法保釋外出候審，須繼續還押。68歲的何志平被指控在2015年先後兩次由香港經紐約的銀行匯款共40萬美元到塞內加爾前外長加迪奧（Cheikh Gadio）在迪拜的戶口，同年又以同樣途徑匯款50萬美元予烏干達外長，連同給予乍得總統的款項，賄款合共約290萬美元（約2256萬港元）。 ,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533866277182.js
【沙中線工程問題】田北辰冀下周開會商討沉降　稱委託協議「千瘡百孔」,"Fri, 10 Aug 2018 00:00:00  +0800",港鐵土瓜灣站被揭發地盤周邊有23幢樓宇，及多個涵蓋煤氣喉管的監測點沉降超出25毫米水平，按機制已達工程須暫停的「行動」階段，路政署與港鐵在去年知悉沉降問題但無對外公布。立法會鐵路事宜小組委員會主席田北辰表示，已知會政府統籌在立法會召開特別會議討論，希望可在下星期召開，又稱事件已反映委託協議「千瘡百孔」。田北辰接受港台電話訪問指，目前社會上有不同說法，故須由立法會介入，商討標準由誰訂立，需要通知什麼人、沉降至什麼程度應有何跟進措施等。他表示，已與運輸及房屋局長陳帆和屋宇署聯絡，希望讓港鐵、機電署等代表與會。他又指，「這個世界有很多事，市民很想知，如果樣樣都拿出來說，亦可能造成不必要的憂慮和恐慌」，故必須商討通報機制等事宜，目前關鍵是政府作為監管者是否知情，或者為何政府知情不報。他認為，若港鐵工程導致附近樓宇沉降，由於地盤屬政府地，屋宇署命令沒有法律效力勒令港鐵停工，反映委託協議「千瘡百孔」；相反，若附近私人樓宇工程令港鐵站沉降，屋宇署卻可出命令勒令停工，形容必須查明這種「不平等的規矩」。香港工程師學會前會長黃澤恩則表示，25毫米標準是針對一般20至30年樓齡的樓宇，「愈舊的樓愈謹慎」，文武廟等建築更可以5毫米為沉降標準，但亦有大樓沉降100毫米也相安無事。他續指，港鐵處理最不好的地方，是屋宇署指結構情況安全，但居民所住大樓亦的確有裂縫，除非港鐵能證明2011年時同一地方已有裂縫，否則有很大機會是工程所致，也應負責為居民修補。他說，當沉降超標時工程應即暫停並通知屋宇署，視乎情況決定改圖則或進行灌漿加固，在取得署方同意後才可再開工，而相關沉降指標亦會更改。他說，港鐵在法律上沒有責任通知受影響大廈，但牽涉到公司的公關問題，而非工程師所能顧及。相關新聞：,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533866363637.js
【沙中線工程問題】煤氣公司認四處喉管沉降超標　港鐵再自揭多三處無通報,"Thu, 09 Aug 2018 00:00:00  +0800",港鐵沙中線工程再被揭導致周邊建築物沉降。煤氣公司周四（9日）證實，土瓜灣站附近有4處煤氣喉管沉降超標，其中兩處喉管已更換。港鐵晚上發新聞稿，承認除2016年起與煤氣公司跟進的4個位置外，早在2016年已發現另有3處喉管監測位置，沉降幅度曾達到預先設定指標，但沒有向煤氣公司通報。港鐵表示，自土瓜灣站2012年施工以來，工程團隊已在可行情況下，安裝儀器監測沉降或傾斜數據；並自2014年起，向煤氣公司提供工程範圍附近地下煤氣管線數據、定期與對方開會。港鐵翻查紀錄，發現於2016年底，共有7個喉管監測位置數據，曾達至預先設定指標。港鐵就其中4個位置，與煤氣公司商討跟進工作，包括由煤氣公司每日派員巡查。港鐵晚上在新聞稿內承認，當時未有向煤氣公司通報其餘3處觸及指標的位置，但強調「3個喉管位置屬煤氣公司一直以來每日巡查範圍之內」。港鐵稱相關喉管已於2017年年中「回復至低於相關指標水平」。港鐵常務總監金澤培，下午出席公司中期業績記者會時，最少兩次表示「沉降在工程上是常見現象」，又指土瓜灣站附近建築物最近一年沉降數據平穩，但過去數年「發生什麼事」，就要待公司翻查相關資料後才能向公眾詳細交代。屋宇署則在深夜回覆，稱現時車站結構建造工程已經接近完成階段，樓宇沉降情況經已穩定。而署方亦會因應舉報派員視察樓宇，包括報道涉及的23幢，沒有發現明顯結構安全問題。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533827100850.js
【圖輯】澳門民署開放狗場傳媒參觀　展示部分格力犬現況,"Thu, 09 Aug 2018 00:00:00  +0800",澳門民政總署被指強制逸園，於延期的60天內為所有格力犬絕育。民署星期四（9日）開放狗場，讓傳媒入內了解格力犬狀况。現場所見，內有12隻格力犬已完成絕育手術。澳門民政總署動物檢疫監管處處長徐裕輝，向記者展示兩隻上周五絕育的格力犬。他解釋，絕育手術使用「縫內翻」縫針方式，即手術後毋須為格力犬拆除縫線，縫線會被皮膚吸收，而傷口於手術後3至4天會自然癒合。澳門民政總署管理委員會委員吳秀虹表示，民署接管狗場後，533隻格力犬大致健康活躍。當中一隻13歲、年紀最大的格力犬患關節炎，民署派獸醫為該格力犬治療，徐指該犬現較虛弱，但胃口不錯，惟年紀太大，恐不適合由市民領養。對於澳門立法會議員蘇嘉豪早前指狗場內多隻狗健康欠佳，吳指狗場每日至少有一名民署駐場獸醫，負責格力犬的緊急治療；另外，民署亦逐步優化狗場設施，包括加風扇及維修冷氣等設施，並加派人手清潔，吳指清潔後會盡量保持地面乾爽。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180809/content_1533829658829.js
警方持續「雷霆18」打擊毒犯 旺角元朗拘4男,"Fri, 10 Aug 2018 00:00:00  +0800",警方東區特別職務隊根據線報及調查後，昨晚9時許，展開代號「雷霆18」打擊毒品行動，突擊搜查旺角新填地街一單位，拘捕一名40歲姓葉男子，並在單位內撿獲約270克懷疑大麻，一批毒品包裝工具及電子磅，總值約6.5萬元。另外，警方元朗特別職務隊亦根據線報，在天水圍洪福邨對開截查3名22歲至35歲的目標南亞裔男子，並在他們身上撿獲約160克懷疑冰毒，約值8.5萬元，3人涉嫌販毒被捕。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533867488606.js
外圍雨帶適逢天文大潮　澳門氣象局料明日至下周一內港水浸,"Fri, 10 Aug 2018 00:00:00  +0800",澳門仍然懸掛一號風球，氣象局表示日間改掛更高風球機會不大，但受熱帶低氣壓外圍雲雨帶影響，今日及未來兩三日會有驟雨及雷暴，適逢天文大潮，加上風力較大，潮夕水位將高於內港路面，預測明日至下周一早上至中午時分，內港一帶會水浸，呼籲市民做好預防措施。早上11時，熱帶低氣壓集結在澳門西南約410公里，大致趨向海南島。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533871776698.js
【大埔巴士車禍】傷者入稟索償九巴及肇事司機　未透露金額,"Fri, 10 Aug 2018 00:00:00  +0800",大埔公路今年2月的19死數十人傷車禍，有傷者入稟高等法院向九巴及肇事司機索償，是意外後首度有涉事者循民事興訟入稟。原訴為袁成康（音譯），被告為九龍巴士（一九三三）有限公司及巴士司機陳浩明。原訴於入稟狀指，陳於今年2月10日在大埔公路大埔滘段大埔尾危險駕駛，現入稟就事件索償，惟無透露索償金額。陳浩明早前已被控一項危險駕駛引致他人死亡罪，現時正被還押候訊，案件已排期於9月5日再提堂。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533872680777.js
青年涉寄鎅刀信至屯門法院　被控刑事恐嚇申保釋遭拒,"Fri, 10 Aug 2018 00:00:00  +0800",青年涉上月寄兩封藏鎅刀的信到屯門裁判法院，其中一封收信人為「屯門法院法官」，另外又寄了4封藏鎅刀或水果刀的信到山崎麵包店。青年早前被控2項刑事恐嚇罪，其精神科報告指他適合答辯，案件押後至9月21日進行答辯，等候DNA報告及進一步調查，讓控方索取法律意見。曾任麵包店職員的被告黃家恩（25歲）今由當值律師代表，其保釋申請被拒，要求8日後再上庭覆核其保釋申請。控方在庭上透露，被告在警誡下承認曾寄出涉案信件，亦有郵局職員認出被告曾寄出其中一封涉案的信件。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533872086333.js
【沙中線工程問題】區議員引述港鐵：監察點數據涉大廈沉降屬私隱　不宜公開,"Fri, 10 Aug 2018 00:00:00  +0800",港鐵土瓜灣站被揭發地盤周邊有23幢樓宇及多個涵蓋煤氣喉管的監測點沉降超出25毫米水平。民建聯九龍城（馬頭角）區議員關浩洋表示，居民曾向港鐵反映樓宇裂痕問題，但港鐵委託公證行的檢查報告稱是溫差及樓宇殘舊所致，與工程無關。自由黨九龍城（九龍塘）區議員何顯明表示，港鐵稱監察點數據不適合公開，因資料牽涉大廈沉降，而大廈沉降資料屬私隱。關浩洋在港台節目中表示，區議會的關注沙中線工作小組會議一直有定期開會，而港鐵在2017年7月31日的文件「白紙黑字」指，一直定期監察「地面及附近樓宇沉降、樓宇傾斜及樓宇震動幅度等」，「工程人員翻查紀錄後，確定各個監測點數值均屬正常水平」。他續指，居民雖知道會有一定程度的沉降，但對港鐵沒有公布超標消息感「震驚」；居民過去曾向港鐵反映裂痕問題且希望索償，港鐵會讓公正行上門檢查，但報告均稱是由溫差及樓宇殘舊所致，與工程無關，居民最終只可自行支付修補費用。他透露，該區大約有100宗相關個案。民主黨立法會議員鄺俊宇在港台節目中批評港鐵「誠信破產」，在知悉情況後沒有停工、加固及通知居民，敦促全面披露資料。他說，曾有求助居民稱過去嗅到有煤氣味，而煤氣公司昨日的新聞稿亦證實了泄漏，時間和地點都吻合。他強調，立法會必須要引用特權法跟進事件，相信可與針對紅磡站工程的獨立調查委員會同步進行。何顯明在商台節目表示，港鐵稱設立了幾百個喉管監察點，當要求港鐵提供其數據時，港鐵指監察點牽涉大廈沉降，而大廈沉降資料屬私隱，不適合公開。九龍城（土瓜灣南）區議員林博在商台節目指，雖然港鐵已委託獨立公司檢查喉管證明無問題，但居民仍不放心，他解釋獨立報告是港鐵委託人做的，寫獨立報告的員工可能會將報告「執返靚仔少少先出街」。何顯明則希望政府能委託獨立專業人士檢查。何顯明又指，九龍城區議會正安排下星期與相關政府部門、港鐵及煤氣公司開特別會議，了解煤氣管沉降數據及情況。《明報》記者向何顯明查詢有關港鐵不公開監察點數據，何顯明表示估計港鐵擔憂影響樓價而不公開。相關報道：,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533868404041.js
油麻地唐樓戶主失35萬現金　警方追緝借宿男友人,"Fri, 10 Aug 2018 00:00:00  +0800",油麻地窩打老道3號一個唐樓單位姓胡男戶主昨晚11時許報警，指一個內有35萬元現金的行李篋不翼而飛。警員到場調查，將案件列爆竊處理，並追緝男戶主早前招呼借宿的一名男友人，因事發後一直未能與他聯絡，初步懷疑他將行李篋偷走。疑涉案男子年約40至50歲，瘦身材，約1.7米高及蓄短髮，案發時身穿白色短袖上衣，藍色牛仔褲，米色鞋，攜有一個黑色斜揹袋。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533869870624.js
申禁制令暫緩聆訊前執行一地兩檢　梁頌恆：今天是控制損失的最後機會,"Fri, 10 Aug 2018 00:00:00  +0800",《廣深港高鐵（一地兩檢）條例》6月14日在立法會通過，同月22日刊憲成為香港法例。自條例通過及刊憲後，共5人入稟高院申請司法覆核，高院將於10月30日同時處理5宗申請。梁頌恆與「長洲覆核王」郭卓堅今向法庭申請臨時禁制令，要求暫緩一地兩檢在聆訊前執行。梁頌恆指出，今天是頒下臨時禁制令，是控制損失的最後機會。申請法援被拒的梁頌恆今親自作出陳辭。梁指一地兩檢直接影響香港疆界、香港司法管轄權及公眾利益。梁指，一地兩檢明顯與《基本法》最少10條條文有所牴觸。梁指，有人或表示「你唔搭高鐵咪冇事」，但梁反駁他的憲法利益有否受到侵害，並非在他行使權利一刻才可衡量。他舉例指，即使有人從來不投票，若投票期有天被取消，該人的投票權同樣受到影響。梁認為他會否乘搭高鐵，與今次申請無關；加上一地兩檢實施後，港人的言論自由及其他憲法權利均有機會受影響。梁又舉例指，若高鐵駛經菜園村，「有人唔生性，講打倒共產黨」，會否遭受中國政府檢控。抑或有人穿著小熊維尼上衣，或在高鐵看有關影片 ，會否同樣受影響。梁指，北京地鐵近日有疑似官方人員設置關卡，要求乘客交出手機檢查。梁認為若一地兩檢實施後，有內地官方人員在香港境內的內地管豁範圍，要求乘客交出手機，港人是否須遵從，其被香港法律保障的權利是否會遭受侵害。政府一直聲稱沒有後備方案，梁認為是匪而所思。至於，政府方提及高鐵未能如期通車的話，會帶來經濟損失，包括營運成本及票務問題。梁質疑政府方交出的數字準確性，包括港鐵營運成本1億2100萬元，及票務收益3億5400萬元。梁指，數字與港鐵主席馬時亨早前所稱的有出入，而票務收益似乎未計算與內地分成拆帳的數字。梁亦指，法庭如今日頒出禁制令，但在10月30日的司法覆核判定他敗訴，影響遠比今日不頒出禁制令，但判定其司法覆核勝訴低。若今天沒有頒出禁制令，但其覆核勝訴，將會出現法律真空，影響各地旅客及票務問題，更會令香港形象受損。上述影響均是無法彌補，遠比經濟損失嚴重。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533871598499.js
名校生涉偷拍同學裙底　認罪被告判兒童保護令　首次被告因證據不足獲撤控,"Fri, 10 Aug 2018 00:00:00  +0800",港島一間名校去年揭發3名男生成立「偷拍行動部」群組，涉嫌偷拍多名女同學裙底及更衣，校方在其中一名男生的雲端儲存內發現44條偷拍片段。案中唯一認罪的第三被告，今於少年法庭被判接受12個月兒童保護令；至於不認罪的首、次被告，經審訊後控方今以證據不足為由向二人撤控，據了解二人亦須接受保護令。本案三名年約15至16歲的被告同被控不誠實取用電腦罪共5項。辯方曾於審訊初期指出，校方以「威逼利誘」的方式檢取眾被告的電話內容，包括在沒告知眾被告的招認將作為警方證物；在盤問最後一名證人、負責主理偷拍事件的訓導主任作供後，少年法庭自此轉為內庭審訊，傳媒不得內進。據了解其時控辯雙方正嘗試達成共識。今甫開庭，控方表示將對首、次被告不提證供起訴，同意撤控。代表第三被告的辯方律師進一步求情稱，福利官的《照顧及保護令》報告非常正面，認為值得給予第三被告機會。第三被告向感化官透露，他在成長過程中因欠缺朋友，變得膽小和情緒激動，而他在升中學後想得到朋友認同，因此容易受人唆擺，才會在案中協助首、次被告偷拍。辯方律師續指，第三被告已於今年初，在家人安排下在美國開展新生活，又在家人介紹下他參與慈善組織的活動。辯方透露第三被告的父母離異，由祖父母在美國照顧他，但為了配合保護令，其父母願意定期到美國探望他，第三被告亦願意每月回港接受感化官指示。第三被告在庭上向裁判官表示，願意承擔錯誤和希望讀上大學，不願將來工作受此事影響。裁判官判處他接受12個月兒童保護令，要求他須由家人照顧、在感化官指示下讀書和居住，及若有需要則須接受心理輔導，下年2月再返回少年法庭跟進。 ,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533874017075.js
【短片】長沙灣天悅廣場遊戲卡店遭淋紅油,"Fri, 10 Aug 2018 00:00:00  +0800",長沙灣元州街162號天悅廣場一樓發生刑毀壞案，保安員凌晨1時許巡經一間售賣遊戲卡店舖時發現玻璃門及櫉窗被人淋上紅油，面積約2.5米乘1米，遂致電報警及通知負責人。警員接報到場調查後，將案件列刑事毀壞，深水埗警區刑事調查隊接手跟進。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533873168783.js
網台主持鄭永健賄選案　上訴庭拒批終極上訴申請,"Fri, 10 Aug 2018 00:00:00  +0800",網台主持鄭永健於2015年區議會選舉中舞弊，用金錢利誘多人在特定選區出選，以「𠝹票」手段「清除目標」，早前被裁定選舉舞弊等共7罪罪成，被判監4年。鄭不服提上訴，獲減刑至3年3個月。他其後再申請上訴至終審法院的證明書，上訴庭今頒下判辭，認為他是故意以金錢誘使他人參加選舉，其理據無合理可爭拗之處，拒絕批出證明書。上訴人鄭永健早前被裁定6項選舉舞弊及1項串謀選舉舞弊罪成，同案兩被告顧家豪和陳建隆則被裁定串謀選舉舞弊罪成，早前獲上訴庭減刑至2年。今次申請僅由鄭永健提出，他指當時出資的真正目的是為了打聽相關組織是否有不當選舉陰謀，並非要資助成員參選，認為上訴庭就「舞弊地」一詞的詮譯不恰當，未能配合時代的新發展，故須將此議題交由終院審理。上訴庭今於判辭中反駁稱，鄭當時是故意以金錢誘使他人參選及串謀他人以金錢誘使他人參選，其行為屬法例中的舞弊行為，而他亦必然是「舞弊地」作出相關蓄意行為。上訴庭又指，鄭只是多番投訴法庭就「舞弊地」一詞的詮譯，根本無列出其法律觀點，更遑論觀點是否有重大而廣泛重要性，難以接納其理據有合理可爭拗之處。上訴庭更指出，鄭今次申請曾延誤近兩個月，終決定拒絕批出證明書。根據法例，即使上訴庭拒批證明書，上訴人仍可直接向終院申請上訴許可。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533874602721.js
【Emily Online】容海恩媽媽畀女婿101分　口密唔講係咪做婆婆,"Fri, 10 Aug 2018 00:00:00  +0800",新民黨立法會議員容海恩（Eunice）今日與同黨嘅政策總裁袁彌昌拉埋天窗，成為立法會第一個任內結婚嘅女議員，一對新人今日下午係尖沙咀半島酒店擺酒。立法會議員麥美娟都有份飲，仲帶埋容媽媽落酒店大堂見記者。麥美娟話，今朝Eunice已經係半島酒店斟左茶，又話容太嫁女「好開心」，話依家Eunice仲準備緊，食緊嘢，喜宴下午先開始。Emily問容太畀女婿幾多分，容太甜笑話「非常滿意 ，畀101分」。至於Eunice係咪有咗？容太仲係相當口密，話「唔清楚呀」。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533875514671.js
馬鞍山救護車的士相撞3人傷,"Fri, 10 Aug 2018 00:00:00  +0800",馬鞍山西沙路與馬鞍山路交界早上發生車禍，一輛救護車與一輛市區的士駛相撞，的士司機胸口受傷，救護車上一名救護員亦撞傷頭送院。今晨7時許，編號A176救護車接報往馬鞍山中心處理一宗嬰兒暈倒事件，其間救護車亮燈及響號沿馬鞍山路行駛，至西沙路交界處，與一輛往西貢的士相撞，救護車上兩名救護員受傷，62歲姓朱的士司機報稱胸口痛，3人分別送院治理。消防處事後另派一輛救護車到馬鞍山中心救援，暈倒的嬰兒稍後清醒。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533877739965.js
韓男與女伴路旁爭執拉扯　踢凹的士泄憤打傷司機被捕,"Fri, 10 Aug 2018 00:00:00  +0800",一對韓國男女疑因感情問題，凌晨零時許在尖沙嘴金馬倫道23號一架的士旁爭吵及互相拉扯，糾纏間女子將男友推跌後離去。韓國男起來後，憤然向等客的士發泄，踢了的士車門及沙板幾腳，姓郭49歲司機隨即下車，發現車門被踢凹，要求他賠償，否則報警。韓國男滿身酒氣以英語回應後，突然拔足逃走，司機尾隨追趕，雙方追逐200多米至堪富利士道，兩人糾纏，郭被推倒地上，雙手手肘擦傷，警員接報趕至將韓國男拘捕，司機送院治理。 ,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533875497589.js
成立督導委員會舉辦活動　林鄭月娥：加深港人認識改革開放,"Fri, 10 Aug 2018 00:00:00  +0800",特首林鄭月娥出席紀念改革開放40周年圖片展覽開幕禮時致辭表示，政府已成立由政務司長張建宗領導的督導委員會，展開舉辦重點慶祝活動、鼓勵各界舉辦全港性和地區活動等工作，讓港人對改革開放的歷史有更深認識。她又稱，香港在國家改革開放中同時是貢獻者和受惠者，本港過去40年一直以自己所長服務國家所需，體現了與國家「同發展、共繁榮」。林鄭月娥指，香港在國家改革開放中，不單是貢獻者，也是受惠者，大批港商在改革開放初期率先投資內地，並作為當時國家的對外窗口，以自身優勢為國家輸送資金、人才及管理制度。另外，本港製造業生產線亦北移到珠三角地區，轉型為內地連接世界市場的橋樑，建立和鞏固國際商貿、物流、航運等方面的地位，「這四十年來，香港一直以自己所長服務國家所需，體現了與國家同發展、共繁榮。」林鄭月娥續稱，港府一定會繼續深化與內地的合作，「將改革開放的偉大理念承傳下去，與國家一起創造更美好的明天」。全國政協副主席、前特首董建華、外交部駐港特派員特派員謝鋒特、中聯辦副主任楊健等人亦有出席活動。,https://news.mingpao.com/dat/ins/ins_web_tc/article1/20180810/content_1533876053678.js
